Message,Category
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham
Apo all other are mokka players only,ham
"When you just put in the + sign, choose my number and the pin will show. Right?",ham
Like a personal sized or what,ham
"Cool, want me to go to kappa or should I meet you outside mu",ham
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham
"Alright we're hooked up, where you guys at",ham
a buyer is ready to purchase your home but you wait while your description is verified. sign in again : www. mom - aid. org / login,spam
Are you still playing with gautham?,ham
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam
"we notice suspicious activity around your website. to remember your email, start the full check by clicking here : www. security - profile. hu /...",spam
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham
Well obviously not because all the people in my cool college life went home ;_;,ham
No da. . Vijay going to talk in jaya tv,ham
U can call now...,ham
Still chance there. If you search hard you will get it..let have a try :),ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
Stupid auto correct on my phone,ham
Is that what time you want me to come?,ham
Will be office around 4 pm. Now i am going hospital.,ham
"the account address [ platform 22 ] will stay included now. to continue using twitter services, log in through its form : twitter. service - login. com / online",spam
PRIVATE! Your 2003 Account Statement for 078,spam
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
a copy has been filed at your listing. resolve this conflict through logging down immediately via virtual link : www. her - complaints. com / resolve,spam
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
I absolutely LOVE South Park! I only recently started watching the office.,ham
you email account has now searched. verify your identity by update them : www. email - account. com / verify,spam
Pls send me your address sir.,ham
Dai what this da.. Can i send my resume to this id.,ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
I will spoil you in bed as well :),ham
Win a £1000 cash prize or a prize worth £5000,spam
now email reply has temporarily suspended. verify your account under restore over : www. email - restore. com / [UNK],spam
How much are we getting?,ham
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham
"for customer must check out your product, but additional funds are on hold similar to a security check. confirm each transaction via : www. the - gateway. com / website",spam
jay says he'll put in  &lt;#&gt;,ham
I dont want to hear philosophy. Just say what happen,ham
"Damn, poor zac doesn't stand a chance",ham
What time you think you'll have it? Need to know when I should be near campus,ham
K..k:)how much does it cost?,ham
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham
Sent me ur email id soon,ham
I jokin oni lar.. Ü busy then i wun disturb ü.,ham
Thats cool. I want to please you...,ham
Hi! This is Roger from CL. How are you?,ham
Hey anyway i have to :-),ham
Oh ok no prob..,ham
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,ham
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",ham
Wat happened to the cruise thing,ham
"Jay told me already, will do",ham
Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
"The table's occupied, I'm waiting by the tree",ham
Ok... Then r we meeting later?,ham
I love to wine and dine my lady!,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,spam
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
If u sending her home first it's ok lor. I'm not ready yet.,ham
Yep. I do like the pink furniture tho.,ham
"And that's fine, I got enough bud to last most of the night at least",ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
I know a few people I can hit up and fuck to the yes,ham
yes! you ' still won their 1 - 1 licence fee. soon your buyer can claim your reward : www. premium - offers. com / claim,spam
"Awesome, I'll see you in a bit",ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
I accidentally brought em home in the box,ham
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham
Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
Jus finish watching tv... U?,ham
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,ham
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
Ok. How many should i buy.,ham
K. I will sent it again,ham
Am surfing online store. For offers do you want to buy any thing.,ham
Just taste fish curry :-P,ham
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam
"Aldrine, rakhesh ex RTM here.pls call.urgent.",ham
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
IM GONNA MISS U SO MUCH,ham
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
Tell me something. Thats okay.,ham
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ham
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
Ok... I din get ur msg...,ham
"to attend one payment review, significant documentation is required. fill out a form here : www. deposit - confirmation. html / form",spam
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,ham
your default account have gone suspended. alter their identity to restore access : www. d - system. com / verify,spam
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham
I sent lanre fakeye's Eckankar details to the mail box,ham
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,ham
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham
my payment of $ 123. 36 has boon approved. please confirm and you become now sender to this the message : yahoo. blocked - payment. com / confirm,spam
"He will, you guys close?",ham
your listing violates the platform ’ api guidelines and might being removed. find your list information online help updates : www. platform - api. ca / guidelines,spam
No. She's currently in scotland for that.,ham
Good words.... But words may leave u in dismay many times.,ham
"new account for [ platform 0 ] will be up soon. to continue working our office, log here through this page : www. service - canada. com / on",spam
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham
